编码,名称,年份,季度,日期,ROE,净利润率,净利润同比增长率,资产负债率,现金流比率,市净率,市净率相对值,股价
sh.600536,中国软件,2023,1,2023-05-29,-0.082772,-0.165546,-0.437613,0.648862,-0.964126,15.849071,0.4374746026081835,55.38
sh.600537,亿晶光电,2023,1,2023-05-29,0.049878,0.069807,11.938888,0.716244,0.069245,3.348316,0.6788405408006044,7.31
sh.600538,国发股份,2023,1,2023-05-29,-0.002785,-0.020894,-1.263168,0.158287,-0.289487,2.391966,0.042016201189233576,4.33
sh.600539,狮头股份,2023,1,2023-05-29,-0.010167,-0.051824,-2.910739,0.165528,-0.352975,3.492284,0.310213891409253,6.45
sh.600540,新赛股份,2023,1,2023-05-29,0.003696,0.013767,1.17858,0.700343,0.839214,3.132116,0.2370661391533754,4.26
sh.600543,莫高股份,2023,1,2023-05-29,-0.003738,-0.080611,0.609172,0.152612,0.154353,1.76188,0.1811074646089394,5.26
sh.600545,卓郎智能,2023,1,2023-05-29,-0.015574,-0.044871,-1.094597,0.590233,-0.153222,1.429397,0.24098609711006536,2.35
sh.600546,山煤国际,2023,1,2023-05-29,0.105885,0.257877,0.069625,0.531002,0.118715,1.608513,0.0022827164049195065,13.66
sh.600547,山东黄金,2023,1,2023-05-29,0.013282,0.038486,0.419158,0.605213,0.046311,4.80912,0.627050001914574,24.94
sh.600548,深高速,2023,1,2023-05-29,0.020428,0.246111,0.06758,0.593638,0.53256,1.187363,0.5039942404479258,9.79
sh.600549,厦门钨业,2023,1,2023-05-29,0.043045,0.076239,0.186374,0.55648,0.000376,2.497282,0.10051880201552534,18.41
sh.600550,保变电气,2023,1,2023-05-29,0.007689,0.010048,-0.588756,0.845117,-0.138471,13.066063,0.342601696742853,5.23
sh.600551,时代出版,2023,1,2023-05-29,0.016367,0.050751,0.0695,0.30701,-0.309457,1.018789,0.5149738957255996,11.24
sh.600552,凯盛科技,2023,1,2023-05-29,0.007194,0.033059,-0.092572,0.541155,0.016416,2.540734,0.3079003048548943,11.06
sh.600556,天下秀,2023,1,2023-05-29,0.005041,0.017451,-0.811276,0.340233,0.082351,3.343458,0.016276250446719456,7.0
sh.600557,康缘药业,2023,1,2023-05-29,0.029314,0.107411,0.31613,0.244306,-0.04486,3.430711,0.7712399811409713,28.73
sh.600558,大西洋,2023,1,2023-05-29,0.012113,0.035667,0.335097,0.243607,-0.067714,1.509874,0.723658063219102,3.71
sh.600559,老白干酒,2023,1,2023-05-29,0.023226,0.102085,-0.615096,0.528104,0.252784,5.596507,0.4581841946111412,27.34
sh.600560,金自天正,2023,1,2023-05-29,0.018252,0.07629,0.167038,0.509841,-0.157159,3.296921,0.8163400149147423,13.03
sh.600561,江西长运,2023,1,2023-05-29,-0.043773,-0.13358,-0.920629,0.751173,0.163809,1.625331,0.7817092263465537,5.23
sh.600562,国睿科技,2023,1,2023-05-29,0.021786,0.195989,0.301088,0.35175,-0.5193,3.837558,0.037441349979747386,16.13
sh.600563,法拉电子,2023,1,2023-05-29,0.055105,0.248852,0.116807,0.243239,0.024115,7.100284,0.19293310338816563,136.01
sh.600565,迪马股份,2023,1,2023-05-29,-0.019979,0.028747,4.517474,0.817523,0.054416,0.737218,0.6290534525878513,1.47
sh.600566,济川药业,2023,1,2023-05-29,0.057954,0.28395,0.166291,0.236931,0.544959,2.428491,0.39114697355469896,31.66
sh.600567,山鹰国际,2023,1,2023-05-29,-0.025478,-0.059234,-2.994912,0.720075,0.05724,0.812073,0.22632033149788977,2.24
sh.600568,ST中珠,2023,1,2023-05-29,-0.009997,-0.185409,-14.470216,0.199265,-0.474316,1.223137,0.8498951656226693,1.7
sh.600569,安阳钢铁,2023,1,2023-05-29,-0.051113,-0.038699,0.317218,0.819993,0.141268,0.813168,0.3722554962742913,2.01
sh.600570,恒生电子,2023,1,2023-05-29,0.032033,0.197949,5.556897,0.370669,-0.904992,11.40589,0.14435434131192587,42.34
sh.600571,信雅达,2023,1,2023-05-29,0.009277,0.006958,1.03346,0.321423,-0.565408,4.045549,0.5075291414866783,9.04
sh.600572,康恩贝,2023,1,2023-05-29,0.040323,0.152484,1.412728,0.354564,0.038909,2.476024,0.5075303042603393,6.92
sh.600573,惠泉啤酒,2023,1,2023-05-29,0.000741,0.00563,1.370089,0.155991,0.238687,2.348204,0.6432913410016579,11.39
sh.600575,淮河能源,2023,1,2023-05-29,0.016026,0.029082,-0.400688,0.368854,-0.054325,0.963833,0.24561064199847468,2.58
sh.600576,祥源文旅,2023,1,2023-05-29,0.009237,0.185307,3.9127,0.195581,0.237854,3.220978,0.20564063120941883,8.15
sh.600577,精达股份,2023,1,2023-05-29,0.019781,0.026117,-0.055771,0.525861,-0.050751,1.753873,0.09042729991196942,4.27
sh.600578,京能电力,2023,1,2023-05-29,0.016549,0.056933,0.497117,0.652182,-0.031191,1.185026,0.8353679327530693,3.78
sh.600579,克劳斯,2023,1,2023-05-29,-0.101974,-0.130596,-0.879489,0.84241,-0.196596,1.055108,0.613608414473589,6.66
sh.600580,卧龙电驱,2023,1,2023-05-29,0.028231,0.069099,0.299121,0.559855,-0.003317,1.703501,0.06639191988696268,12.0
sh.600581,八一钢铁,2023,1,2023-05-29,-0.173354,-0.117316,-0.413376,0.918822,-0.155347,2.547476,0.7060442927358712,4.05
sh.600582,天地科技,2023,1,2023-05-29,0.030192,0.122748,0.382525,0.432633,-0.115209,1.077144,0.6428016391050894,5.47
sh.600583,海油工程,2023,1,2023-05-29,0.018731,0.070552,2.867806,0.378664,-0.013649,1.116041,0.543616414300442,6.1
sh.600584,长电科技,2023,1,2023-05-29,0.004461,0.018759,-0.872388,0.336893,0.210529,2.252837,0.12121564338202333,31.2
sh.600585,海螺水泥,2023,1,2023-05-29,0.013797,0.08517,-0.476479,0.185024,0.098644,0.724682,0.019373476094561606,25.45
sh.600586,金晶科技,2023,1,2023-05-29,0.016232,0.046711,-0.388443,0.519408,0.209654,2.090214,0.4255851215583804,7.97
sh.600587,新华医疗,2023,1,2023-05-29,0.032027,0.082838,0.55678,0.491942,0.006616,2.426567,0.6497221683465869,35.75
sh.600588,用友网络,2023,1,2023-05-29,-0.035248,-0.282937,0.017791,0.471998,-0.791127,5.981667,0.03865502700480597,19.26
sh.600589,ST榕泰,2023,1,2023-05-29,-10000.0,-0.458373,-2.038074,1.640229,-0.171102,-2.001265,0.349784920891353,2.03
sh.600590,泰豪科技,2023,1,2023-05-29,0.017658,0.081767,-0.480426,0.661815,0.099219,1.581841,0.6792973933008621,6.64
sh.600592,龙溪股份,2023,1,2023-05-29,0.030302,0.137294,4.552203,0.361972,-0.095837,1.498169,0.20885535599232308,8.63
sh.600593,大连圣亚,2023,1,2023-05-29,0.009786,0.123821,1.246503,0.846694,0.65221,9.410537,0.7548854165221417,13.79
sh.600594,益佰制药,2023,1,2023-05-29,0.014349,0.060702,-0.154107,0.349788,0.085983,1.571731,0.6315172189252786,6.13
sh.600595,中孚实业,2023,1,2023-05-29,0.016301,0.060714,-0.645027,0.368881,0.072608,0.897964,0.0038320933851083536,2.76
sh.600596,新安股份,2023,1,2023-05-29,0.009152,0.029806,-0.907498,0.38369,-0.105637,1.12188,0.03539838943353155,11.42
sh.600597,光明乳业,2023,1,2023-05-29,0.023225,0.033858,0.280283,0.550509,-0.01969,1.894327,0.06998266922067622,11.19
sh.600598,北大荒,2023,1,2023-05-29,0.071827,0.614244,0.216552,0.468628,5.509167,3.1086,0.011756202393251767,13.5
sh.600599,ST熊猫,2023,1,2023-05-29,0.026357,0.296418,-0.41951,0.204271,-0.484932,2.169633,0.4540788165004302,10.59
sh.600600,青岛啤酒,2023,1,2023-05-29,0.055281,0.137614,0.278409,0.446116,0.169431,5.038286,0.2559527388262104,99.75
sh.600601,*ST方科,2023,1,2023-05-29,-0.005965,-0.030144,0.842163,0.335528,0.075591,3.428944,0.3566202940465042,2.82
sh.600602,云赛智联,2023,1,2023-05-29,0.009119,0.035676,-0.447801,0.320661,-0.282692,2.788478,0.48943129003481606,9.36
sh.600603,广汇物流,2023,1,2023-05-29,0.031894,0.249178,1.488712,0.697572,0.977122,1.418414,0.35713355911765987,6.75
sh.600604,市北高新,2023,1,2023-05-29,-0.006047,-0.146279,-1.427621,0.615922,0.058963,1.373685,0.03760417613010414,4.81
sh.600605,汇通能源,2023,1,2023-05-29,0.006333,0.271338,2.543761,0.547454,-8.953417,2.9491,0.829660643250695,16.19
sh.600606,绿地控股,2023,1,2023-05-29,0.021701,0.030392,-0.243333,0.875596,0.016072,0.432905,0.045963298772287546,2.86
sh.600608,ST沪科,2023,1,2023-05-29,0.002662,0.021947,-0.518139,0.570614,-0.204466,19.075984,0.10657502838056225,3.81
sh.600609,金杯汽车,2023,1,2023-05-29,0.059566,0.074075,0.636154,0.686164,-0.039,6.133189,0.06427314607767293,4.63
sh.600610,中毅达,2023,1,2023-05-29,-0.085606,-0.036037,-1.652748,0.893996,0.009344,107.347439,0.23336118332731223,13.17
sh.600611,大众交通,2023,1,2023-05-29,0.010533,0.148223,1.434461,0.502613,0.099183,0.787985,0.20503519289269023,3.15
sh.600612,老凤祥,2023,1,2023-05-29,0.068276,0.038926,0.714383,0.543156,0.275625,3.067985,0.43672119696700906,63.6
sh.600613,神奇制药,2023,1,2023-05-29,0.010166,0.040067,-0.011574,0.244723,0.040295,1.686259,0.36601300560691424,7.43
sh.600615,丰华股份,2023,1,2023-05-29,-0.005059,-0.172605,-0.110822,0.061896,-0.20338,2.548334,0.5739706736278911,8.55
sh.600616,金枫酒业,2023,1,2023-05-29,0.06734,1.201867,44.012628,0.132023,-0.438677,2.287298,0.3108764132472021,6.98
sh.600617,国新能源,2023,1,2023-05-29,0.031533,0.01887,-0.313376,0.867377,0.110905,1.564579,0.299214107724746,4.28
sh.600618,氯碱化工,2023,1,2023-05-29,0.023885,0.124195,-0.575151,0.276324,-0.030314,1.288907,0.0014937981621131837,8.89
sh.600619,海立股份,2023,1,2023-05-29,-0.004489,-0.014107,-3.691382,0.65356,-0.084891,1.114729,0.0941148424325925,6.25
sh.600620,天宸股份,2023,1,2023-05-29,0.003806,0.139032,1.371406,0.383015,-0.518242,3.962886,0.6850979042870319,11.3
sh.600621,华鑫股份,2023,1,2023-05-29,0.011619,19.984412,0.083182,0.803507,-219.874025,1.523761,0.05223654672935807,10.8
sh.600622,光大嘉宝,2023,1,2023-05-29,0.000777,-0.024334,-1.718106,0.698835,-0.011069,0.606275,0.1108604720645354,2.85
sh.600623,华谊集团,2023,1,2023-05-29,0.000483,0.009413,-0.873735,0.55228,-0.129219,0.607677,0.012834080434551944,6.21
sh.600624,复旦复华,2023,1,2023-05-29,0.00099,0.005858,-0.837065,0.478433,-0.072517,4.836715,0.5269034156311974,6.21
sh.600626,申达股份,2023,1,2023-05-29,-0.030997,-0.053978,-0.437269,0.693681,-0.133923,1.214125,0.3282979885215275,3.32
sh.600628,新世界,2023,1,2023-05-29,0.005665,0.090896,1.27117,0.251238,-0.05194,1.11107,0.13266644545942438,7.27
sh.600629,华建集团,2023,1,2023-05-29,0.019281,0.059336,0.05565,0.661511,-0.424765,1.622963,0.44569559097652844,7.72
sh.600630,龙头股份,2023,1,2023-05-29,0.017883,0.02787,1.688016,0.539699,0.199192,3.178702,0.9431194080230363,5.31
sh.600633,浙数文化,2023,1,2023-05-29,0.028778,0.323779,3.617042,0.174026,0.164175,1.628622,0.5791174785425376,12.29
sh.600635,大众公用,2023,1,2023-05-29,0.031065,0.141347,2.134758,0.605957,0.206456,1.158686,0.13952506777720367,3.33
sh.600636,国新文化,2023,1,2023-05-29,0.001805,0.084432,1.330639,0.033053,-0.882173,2.408576,0.6234239202001579,14.71
sh.600637,东方明珠,2023,1,2023-05-29,0.008626,0.144067,0.897566,0.208785,-0.035379,0.897824,0.3303129773692251,7.81
sh.600638,新黄浦,2023,1,2023-05-29,0.000927,0.0165,0.583394,0.807585,-1.97601,0.813971,0.09878533994706683,5.3
sh.600639,浦东金桥,2023,1,2023-05-29,0.101158,0.318411,0.522323,0.519454,-0.258487,0.959742,0.041158533455168955,12.24
sh.600640,国脉文化,2023,1,2023-05-29,0.006158,0.052021,3.572221,0.185391,0.401487,2.306499,0.3168907356676411,11.53
sh.600641,万业企业,2023,1,2023-05-29,0.009622,0.562256,2.031248,0.144033,-1.481504,2.12594,0.07706503925167502,19.15
sh.600642,申能股份,2023,1,2023-05-29,0.023485,0.102904,1.661845,0.572447,0.378139,1.130924,0.6544885042346008,7.29
sh.600643,爱建集团,2023,1,2023-05-29,0.0169,0.725272,-0.286913,0.509076,0.832795,0.682136,0.03222104541773094,5.33
sh.600644,乐山电力,2023,1,2023-05-29,-0.005583,-0.013167,-1.332218,0.512335,-0.146879,2.256794,0.4244494428067824,7.47
sh.600645,中源协和,2023,1,2023-05-29,0.010479,0.093334,-0.027315,0.299526,0.071557,2.226456,0.04147050368414458,17.02
sh.600647,同达创业,2023,1,2023-05-29,-0.004612,-4.6362,-1.115228,0.039779,-15.200023,5.857867,0.2907805597609794,12.37
sh.600648,外高桥,2023,1,2023-05-29,0.002673,0.024104,-0.957158,0.69482,-1.222525,1.099886,0.006090606970719643,11.65
sh.600649,城投控股,2023,1,2023-05-29,0.002819,0.153427,-0.843419,0.699013,-4.908405,0.47289,0.08683293775361761,3.88
sh.600650,锦江在线,2023,1,2023-05-29,0.003782,0.040188,-0.96609,0.180897,-0.408369,1.331054,0.08867794609482585,9.42
sh.600651,飞乐音响,2023,1,2023-05-29,-0.00648,-0.042712,0.725915,0.435822,-0.112301,4.291429,0.9432986363131783,4.05
sh.600653,申华控股,2023,1,2023-05-29,-0.024745,-0.016888,-2.115942,0.66477,-0.007288,3.56022,0.545696886699968,1.78
sh.600654,*ST中安,2023,1,2023-05-29,-0.004916,-0.010912,0.919424,0.622448,-0.093189,5.36963,0.2567608444822203,2.76
sh.600655,豫园股份,2023,1,2023-05-29,0.00937,0.020372,-0.211899,0.694342,0.239732,0.771046,0.05078901631050625,7.12
sh.600657,信达地产,2023,1,2023-05-29,0.000928,0.024463,-0.457395,0.708958,-0.552513,0.490499,0.195272933692319,4.16
sh.600658,电子城,2023,1,2023-05-29,0.022441,0.094199,3.079775,0.58223,-0.361223,0.757529,0.28965649779827696,5.22
sh.600660,福耀玻璃,2023,1,2023-05-29,0.0311,0.129663,0.050606,0.44523,0.199594,2.880531,0.12168530805333994,32.9
sh.600661,昂立教育,2023,1,2023-05-29,-0.090811,-0.157578,-1.447749,0.668662,0.063109,8.550701,0.48919633853028555,9.51
sh.600662,外服控股,2023,1,2023-05-29,0.045671,0.043712,0.055357,0.719573,-0.018271,3.369078,0.2932465622510253,6.04
sh.600663,陆家嘴,2023,1,2023-05-29,0.02061,0.281702,-0.291075,0.695996,-0.151538,1.844011,0.10564753888305463,10.06
sh.600664,哈药股份,2023,1,2023-05-29,0.027837,0.035606,0.273374,0.623881,0.046451,2.090271,0.6570732286364481,3.69
sh.600665,天地源,2023,1,2023-05-29,0.003577,0.009657,2.04295,0.869067,-0.554729,0.67895,0.26801499087607694,3.46
sh.600666,*ST瑞德,2023,1,2023-05-29,-0.007083,-0.294651,0.81763,0.394202,0.339554,3.655669,0.046255277148703804,2.28
sh.600667,太极实业,2023,1,2023-05-29,0.023227,0.020781,-0.140513,0.705267,-0.258157,1.936822,0.1629917324813533,6.68
sh.600668,尖峰集团,2023,1,2023-05-29,0.004456,0.029385,-0.496358,0.219608,-0.012746,0.781867,0.05876582641891753,11.83
sh.600671,ST目药,2023,1,2023-05-29,-10000.0,-0.448206,-0.418212,1.019331,-0.53878,-38.823416,0.002220667262537811,7.55
sh.600673,东阳光,2023,1,2023-05-29,0.006542,0.023299,-0.788943,0.561112,0.058263,2.115621,0.11443418684108152,7.24
sh.600674,川投能源,2023,1,2023-05-29,0.03307,4.573693,1.059593,0.387033,0.518728,1.973952,0.6346693594324477,15.18
sh.600675,中华企业,2023,1,2023-05-29,-0.01785,-0.909135,-2.377949,0.734587,-3.021798,1.050884,0.06799027303880718,2.58
sh.600676,交运股份,2023,1,2023-05-29,-0.005572,-0.026358,0.469633,0.281397,0.042391,0.748443,0.17412513123550188,4.0
sh.600678,四川金顶,2023,1,2023-05-29,0.006285,0.020415,-0.808826,0.61575,-0.126565,7.056058,0.0206695336089247,5.32
sh.600679,上海凤凰,2023,1,2023-05-29,0.007134,0.041695,-0.371542,0.278157,-0.125172,2.114672,0.16230032895711702,8.75
sh.600681,百川能源,2023,1,2023-05-29,0.04716,0.095497,0.203785,0.512036,-0.111534,1.714345,0.3004434042733174,4.66
sh.600682,南京新百,2023,1,2023-05-29,0.010609,0.141957,-0.099533,0.281386,0.141201,0.634053,0.02112583354778572,8.01
sh.600683,京投发展,2023,1,2023-05-29,0.013918,0.062356,2.065564,0.789618,-0.595706,1.282934,0.4952597578456343,4.97
sh.600684,珠江股份,2023,1,2023-05-29,-0.128203,-0.001704,0.971564,0.873449,-0.030211,6.054772,0.6536392267064868,3.26
sh.600685,中船防务,2023,1,2023-05-29,-0.001723,-0.027463,-0.625919,0.59928,0.114163,2.704938,0.4132734615223822,29.41
sh.600686,金龙汽车,2023,1,2023-05-29,0.002989,0.005287,0.823895,0.839773,-0.044969,1.785647,0.7027110567047263,7.66
sh.600688,上海石化,2023,1,2023-05-29,-0.006234,-0.007387,-1.754319,0.354641,-0.001341,1.295208,0.28303059620566184,3.13
sh.600689,上海三毛,2023,1,2023-05-29,0.006239,0.009418,1.596934,0.397515,-0.086196,4.144214,0.6737032152182493,8.83
sh.600690,海尔智家,2023,1,2023-05-29,0.041744,0.061916,0.125993,0.587766,0.020822,2.138351,0.005526966891312982,21.92
sh.600691,阳煤化工,2023,1,2023-05-29,0.002729,-0.003032,-1.108951,0.720931,0.025385,1.206045,0.14810055950827547,3.06
sh.600692,亚通股份,2023,1,2023-05-29,-0.021284,-0.080228,-8.896025,0.711527,-1.612067,2.110056,0.08598606610432565,5.44
sh.600693,东百集团,2023,1,2023-05-29,0.009119,0.105248,0.172074,0.71513,0.464659,0.960903,0.04031664052206055,3.9
sh.600694,大商股份,2023,1,2023-05-29,0.026343,0.104093,-0.120772,0.543133,0.329615,0.689146,0.3292072222993645,19.33
sh.600696,岩石股份,2023,1,2023-05-29,0.05859,0.088791,0.779429,0.637465,0.489081,15.351857,0.18532918688518207,25.1
sh.600697,欧亚集团,2023,1,2023-05-29,0.004003,0.019727,0.013431,0.796164,0.285888,0.830173,0.2804375416822928,12.49
sh.600698,湖南天雁,2023,1,2023-05-29,0.000875,0.006189,0.66241,0.304136,4e-06,6.223936,0.43207666882126994,4.45
sh.600699,均胜电子,2023,1,2023-05-29,0.016237,0.014313,1.61753,0.66896,0.047998,1.697363,0.3089318754146735,15.39
sh.600702,舍得酒业,2023,1,2023-05-29,0.086016,0.281606,0.064049,0.351624,0.112728,7.692471,0.2578801136624153,159.58
sh.600703,三安光电,2023,1,2023-05-29,0.005612,0.07344,-0.502171,0.326859,0.081721,2.360166,0.03256828997514018,18.05
sh.600704,物产中大,2023,1,2023-05-29,0.028258,0.011898,-0.005675,0.733447,-0.053639,0.806297,0.06686769026525306,5.1
sh.600705,中航产融,2023,1,2023-05-29,0.004177,0.220171,0.47568,0.845298,-22.173643,0.935958,0.21805268635562508,3.95
sh.600706,曲江文旅,2023,1,2023-05-29,0.009441,0.027171,1.164114,0.722209,0.10628,3.874951,0.7114573949009597,14.75
sh.600707,彩虹股份,2023,1,2023-05-29,-0.023732,-0.203924,0.378748,0.524285,0.002412,0.87072,0.12808924541299935,4.65
sh.600708,光明地产,2023,1,2023-05-29,0.000711,0.000413,-0.989925,0.823417,-1.351658,0.43511,0.08363115802837293,2.11
sh.600710,苏美达,2023,1,2023-05-29,0.039609,0.020685,0.164788,0.746266,-0.033344,1.451084,0.3692178038172622,7.22
sh.600711,盛屯矿业,2023,1,2023-05-29,0.002312,0.029787,-0.771108,0.49586,0.088224,1.07314,0.05034892266205618,4.81
sh.600712,南宁百货,2023,1,2023-05-29,-0.005381,-0.028521,-0.079196,0.47572,0.088844,2.50092,0.22048057524900858,3.75
sh.600713,南京医药,2023,1,2023-05-29,0.024512,0.013038,0.208617,0.789894,-0.245425,1.184972,0.2912670315939786,5.58
sh.600714,金瑞矿业,2023,1,2023-05-29,0.004388,0.055701,-0.900947,0.093262,-0.267546,3.458487,0.268419304514116,8.75
sh.600715,文投控股,2023,1,2023-05-29,-0.067634,-0.344977,0.31843,0.850076,0.15091,5.110994,0.7327600139723786,2.15
sh.600716,凤凰股份,2023,1,2023-05-29,0.007831,0.188525,-0.387311,0.342241,-0.575046,0.657264,0.2646235681020593,3.7
sh.600717,天津港,2023,1,2023-05-29,0.015482,0.152565,1.194153,0.268798,0.123794,0.713966,0.4289851926328783,4.5
sh.600718,东软集团,2023,1,2023-05-29,0.000546,0.000536,1.027555,0.492027,-0.329384,1.3433,0.170822816501727,10.19
sh.600719,ST热电,2023,1,2023-05-29,-0.12067,-0.134093,-2.303896,0.844468,-0.083049,6.324293,1.0,6.14
sh.600720,祁连山,2023,1,2023-05-29,0.001228,0.000872,-0.506971,0.218403,0.368408,1.018905,0.09148867304126346,11.39
sh.600721,百花医药,2023,1,2023-05-29,0.009953,0.088321,3.849444,0.327122,-0.149908,3.62345,0.5597211835815249,6.49
sh.600722,金牛化工,2023,1,2023-05-29,0.008995,0.126558,-0.138216,0.097021,0.016081,2.823596,0.1650693393789522,4.65
sh.600724,宁波富达,2023,1,2023-05-29,0.021345,0.082174,-0.164503,0.226901,-0.118625,1.813512,0.20260084935509068,3.69
sh.600725,云维股份,2023,1,2023-05-29,0.003982,0.007671,-0.803448,0.19338,-0.14542,9.712969,0.34700255944568814,2.81
sh.600726,*ST华源,2023,1,2023-05-29,0.046131,0.087543,2.775005,0.779155,0.048839,6.396324,0.2912574861853749,2.92
sh.600727,鲁北化工,2023,1,2023-05-29,0.000541,0.011477,-0.853584,0.595255,0.046649,1.075513,0.016543959121281943,5.88
sh.600728,佳都科技,2023,1,2023-05-29,0.191479,1.239693,39.697373,0.400846,-0.096053,1.63111,0.0011234338436368367,6.57
sh.600729,重庆百货,2023,1,2023-05-29,0.087841,0.094398,0.146454,0.68751,0.120593,2.171857,0.8652855309113704,30.08
sh.600730,中国高科,2023,1,2023-05-29,-0.005018,-0.29269,-4.510768,0.137483,-1.858225,2.254728,0.6156471349329292,6.75
sh.600731,湖南海利,2023,1,2023-05-29,0.035059,0.142952,0.269897,0.344457,0.099189,1.64118,0.0497830396462595,8.28
sh.600732,爱旭股份,2023,1,2023-05-29,0.074541,0.090586,2.083248,0.615513,-0.070625,4.706658,0.11002105744721137,35.18
sh.600733,北汽蓝谷,2023,1,2023-05-29,-0.171351,-0.354538,0.063943,0.828296,-0.48783,6.341445,0.6146497432735051,5.39
sh.600734,ST实达,2023,1,2023-05-29,0.028651,0.287897,1.700161,0.570311,-2.162239,24.383053,0.7666779134897591,4.09
sh.600735,新华锦,2023,1,2023-05-29,0.006118,0.0316,-0.186038,0.356264,0.024693,1.806493,0.030159953653698876,5.89
sh.600736,苏州高新,2023,1,2023-05-29,0.010781,0.060759,51.316461,0.747805,-0.302512,0.729969,0.11840779146816313,4.68
sh.600737,中粮糖业,2023,1,2023-05-29,0.026514,0.058184,0.151759,0.561053,-0.65035,1.736792,0.2579278115917034,8.17
sh.600738,丽尚国潮,2023,1,2023-05-29,0.012757,0.096759,-0.898436,0.481523,0.145322,2.117329,0.02962849468976225,5.38
sh.600739,辽宁成大,2023,1,2023-05-29,0.010513,0.147979,-0.390616,0.314329,-0.186501,0.723349,0.03770418150893742,13.73
sh.600740,山西焦化,2023,1,2023-05-29,0.051428,0.308228,-0.320748,0.372096,-0.079283,0.887949,0.03721209199462027,5.27
sh.600741,华域汽车,2023,1,2023-05-29,0.02662,0.04581,-0.121388,0.634228,0.015336,1.009312,0.06436034413483985,17.53
sh.600742,一汽富维,2023,1,2023-05-29,0.008704,0.022115,-0.090675,0.528824,0.137015,0.757586,0.04178840370803,8.11
sh.600743,华远地产,2023,1,2023-05-29,-0.013354,-0.064442,-0.404807,0.86867,0.501943,1.081347,0.8166332271135766,1.52
sh.600744,华银电力,2023,1,2023-05-29,-0.078803,-0.037967,0.083605,0.931557,0.027593,6.653206,0.1631659840730172,4.25
sh.600745,闻泰科技,2023,1,2023-05-29,0.012754,0.030933,-0.091089,0.500881,0.121106,1.84161,0.0331262481882485,51.49
sh.600746,江苏索普,2023,1,2023-05-29,-0.020226,-0.082856,-1.269264,0.12127,-0.155638,1.47817,0.010841237250211053,6.8
sh.600748,上实发展,2023,1,2023-05-29,0.028249,0.105911,16.144663,0.682563,-0.165455,0.680556,0.24501788237112335,3.79
sh.600749,西藏旅游,2023,1,2023-05-29,-0.008742,-0.356797,0.613743,0.287699,-1.070537,2.739988,0.5598325983512793,11.93
sh.600750,江中药业,2023,1,2023-05-29,0.060019,0.196004,0.332753,0.24713,0.047016,3.765802,0.8534609924892038,24.73
sh.600751,海航科技,2023,1,2023-05-29,0.002781,0.278444,-0.742409,0.323244,-1.90231,1.008588,0.24519845443386415,2.48
sh.600753,东方银星,2023,1,2023-05-29,-0.022627,-0.109107,-5.138995,0.250037,0.664533,8.503382,0.027959944060739924,10.34
sh.600754,锦江酒店,2023,1,2023-05-29,0.007829,0.064066,3.01745,0.640612,0.449163,2.954457,0.33920571673588684,46.12
sh.600755,厦门国贸,2023,1,2023-05-29,0.024211,0.006812,0.056491,0.733283,-0.210069,0.92269,0.5283223418892631,9.0
sh.600756,浪潮软件,2023,1,2023-05-29,0.001971,0.009539,5.389493,0.502619,-0.492634,2.271767,0.436103422041925,15.66
sh.600757,长江传媒,2023,1,2023-05-29,0.044695,0.189709,0.318683,0.316576,0.096829,1.291356,0.629784456755299,9.39
sh.600758,辽宁能源,2023,1,2023-05-29,0.052317,0.145274,0.246525,0.617615,-0.017844,0.993945,0.4801961845806217,4.27
sh.600759,ST洲际,2023,1,2023-05-29,-0.006686,-0.040062,-1.251607,0.702944,0.402606,1.474706,0.7143271249009014,2.41
sh.600760,中航沈飞,2023,1,2023-05-29,0.048755,0.069478,0.248858,0.743893,-0.044959,8.597505,0.3767191289267146,58.92
sh.600761,安徽合力,2023,1,2023-05-29,0.038035,0.068705,0.376761,0.519499,0.112219,1.898656,0.6072069723487833,17.26
sh.600763,通策医疗,2023,1,2023-05-29,0.049767,0.292846,0.037855,0.314708,0.232409,10.476932,0.0016708541511000403,113.7
sh.600764,中国海防,2023,1,2023-05-29,0.001996,0.035598,0.008881,0.259245,-0.624108,2.448137,0.1490216404508635,26.86
sh.600765,中航重机,2023,1,2023-05-29,0.02568,0.122466,0.268106,0.499188,-0.220429,3.652466,0.5069513696890162,26.5
sh.600766,园城黄金,2023,1,2023-05-29,0.007837,0.021537,4.134588,0.879101,0.142006,37.928429,0.47394444410696895,9.74
sh.600767,*ST运盛,2023,1,2023-05-29,-0.029322,-0.911052,-0.288682,0.300417,-2.031806,7.253305,0.36834769283164037,4.16
sh.600768,宁波富邦,2023,1,2023-05-29,0.001901,0.011103,1.429667,0.297725,-0.193339,3.717394,0.09964052274643792,10.93
sh.600769,祥龙电业,2023,1,2023-05-29,0.043318,0.212397,0.370638,0.669088,0.712788,38.581786,0.4749225074829347,8.38
sh.600770,综艺股份,2023,1,2023-05-29,-0.006908,-0.315436,0.841779,0.157031,0.0545,2.033855,0.193755992122493,5.25
sh.600771,广誉远,2023,1,2023-05-29,0.005737,0.02603,0.286417,0.369136,0.369165,11.314234,0.9489325920531684,39.56
sh.600773,西藏城投,2023,1,2023-05-29,0.007358,0.020317,0.035021,0.723739,-1.016417,2.758695,0.21929693454453694,12.81
sh.600774,汉商集团,2023,1,2023-05-29,0.01448,0.054248,0.187258,0.519808,0.155817,2.237958,0.08564174887376623,12.78
